"Name";"DisplayName";"Description";"UUID";"Type";"Using";"UsingRoot";"EquipmentSlot";"Rarity";"ArmorClass";"ArmorType";"ProficiencyGroup";"DefaultBoosts";"Boosts";"BoostsOnEquipMainHand";"BoostsOnEquipOffHand";"PassivesOnEquip";"PassivesMainHand";"PassivesOffHand";"Damage";"WeaponProperties"
"ARM_Vanity_Body_Aristocrat_Brown";"Chocolatier Style Doublet";"This lovely ensemble is evocative of the apron of a master chocolatier - and just as scrumptious.";"3fc58d24-9743-4e82-a4bd-ad18eda257cb";"Armor";"ARM_Vanity_Body_Aristocrat";"ARM_Vanity_Body_Aristocrat";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Aristocrat_White";"Winter Gala Doublet";"Crisply white with snatches of blue, this garment would not be out of place at a winter festival gala celebrating the wearer's sense of style.";"af6ffb20-cbdc-410c-9a12-6c217eb8aa9c";"Armor";"ARM_Vanity_Body_Aristocrat";"ARM_Vanity_Body_Aristocrat";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Patriars";"Magnificently Realised Ensemble";"Some craftsperson of the highest caliber envisioned and created this, and anyone who wears it shall be the envy of not only their friends, but their enemies too.";"2e3d2a61-a0ba-495c-80e2-faa452542035";"Armor";"_Vanity_Body_Generic_Rich";"_Vanity_Body_Generic_Rich";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Patriars_Black";"Eminent Obsidian Outfit";"Black as volcanic glass and just as valuable, this ensemble would turn the eye of an entire court.";"164ebd0f-432e-4aa6-8589-5dccafc8383e";"Armor";"ARM_Vanity_Body_Patriars";"ARM_Vanity_Body_Patriars";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Patriars_Blue";"Opalescent Outfit";"When held out in the sun, the sleeves almost glitter, so richly woven is the fabric of this outfit.";"f577a9be-8793-48da-a03d-e66d993dc4e7";"Armor";"ARM_Vanity_Body_Patriars";"ARM_Vanity_Body_Patriars";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Patriars_Green";"Eminent Emerald Outfit";"Each stitch not embellished with filigree and gold weave is gorgeous as the polished scales of a green dragon fully grown.";"c2024c47-967b-4d6b-bfb3-978f502d1321";"Armor";"ARM_Vanity_Body_Patriars";"ARM_Vanity_Body_Patriars";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Patriars_Red";"City of Brass Outfit";"Though the name is an exaggeration (the fabled city's heat would burn the fabric black stitch by stitch), the sheer magnificence of this ensemble's appeal is not.";"c65c5dd5-705c-4103-904c-0835d81bd846";"Armor";"ARM_Vanity_Body_Patriars";"ARM_Vanity_Body_Patriars";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich";"Splendid Outfit";"Keenly administered to by the sort of fingers that were born stitching, crocheting, and generally making nice clothes.";"9c1fedb8-4262-4426-84cc-8ad8dc01be97";"Armor";"_Vanity_Body_Generic_Rich";"_Vanity_Body_Generic_Rich";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_Gold";"Splendid Gold Outfit";"This outfit makes the wearer feel like a ray of sunlight swanning around camp.";"12c2f3d2-a4a6-47e6-a7aa-dfcced16add6";"Armor";"ARM_Vanity_Body_Rich";"ARM_Vanity_Body_Rich";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_Green";"Splendid Green Outfit ";"This outfit makes the wearer feel like a brilliant green turaco bird.";"3c8eca7a-8c7c-40a5-be4c-64455630f08f";"Armor";"ARM_Vanity_Body_Rich";"ARM_Vanity_Body_Rich";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_Teal";"Splendid Teal Outfit";"This outfit makes the wearer feel like a bouquet of puya flowers, except with legs, and great style.";"f4064489-adce-4b58-b664-311c6d476880";"Armor";"ARM_Vanity_Body_Rich";"ARM_Vanity_Body_Rich";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_B";"Delicately Constructed Outfit";"Capably crafted, giving the impression of affirming wealth,";"0469f558-e4f0-4eb5-b4b2-bf00b8e0aa15";"Armor";"ARM_Vanity_Body_Rich";"ARM_Vanity_Body_Rich";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_B_Purple";"Splendid Purple Outfit";"Tailoired with immaculate skill, this outfit makes you feel like a Luskan noble walking their manor instead of a wilderland camp.";"efb49491-ca1d-4bab-a7a7-815f8d298ee0";"Armor";"ARM_Vanity_Body_Rich_B";"ARM_Vanity_Body_Rich_B";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_B1";"Fastidiously Perfect Outfit";"Nimble fingers designed and created this outfit. ";"a38159ef-a981-4abd-bcdd-58e61558960e";"Armor";"ARM_Vanity_Body_Rich_B";"ARM_Vanity_Body_Rich_B";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_B1_Beige";"Splendid Beige Outfit";"Tailoired with immaculate skill, this outfit makes you feel like someone who has elevated beige. Beige is an atrocious colour, yet here it is, very impressive and pleasing on the eye.";"0d2cf317-1e3d-492b-8755-00f33cd3f24f";"Armor";"ARM_Vanity_Body_Rich_B";"ARM_Vanity_Body_Rich_B";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_C";"Chandelier-Style Embroidered Ensemble";"Modelled on the chandeliers in the Waterdavian Sea Ward - aesthetically pleasing and most grand.";"66685917-3cd9-4dc8-a792-319288dacb30";"Armor";"ARM_Vanity_Body_Rich";"ARM_Vanity_Body_Rich";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_C_Blue";"Splendid Blue Outfit";"This outfit makes you feel like a piece of the summer sky transmuted into silk.";"5daa7ba8-8e8d-4e68-9f5a-3c9f89c32c89";"Armor";"ARM_Vanity_Body_Rich_C";"ARM_Vanity_Body_Rich_C";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_C_Red";"Splendid Red Outfit";"This outfit makes you feel like a red dragon's fiery breath, only the deadliness lies in sheer aesthetic beauty.";"6909f7fa-6da9-40ea-898e-91cbaac9bf5c";"Armor";"ARM_Vanity_Body_Rich_C";"ARM_Vanity_Body_Rich_C";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_D";"Backless Extravaganza";"Backless so that people can pat you on the back and proclaim, 'I say, lovely outfit.'";"d0b540dd-c778-4573-b0cb-149a0309bfa2";"Armor";"ARM_Vanity_Body_Rich";"ARM_Vanity_Body_Rich";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_D_Blue";"Anarchic Blue Outfit";"There is something of the blue-blooded rebel in this outfit, of the bandit princess or prince stealing plunder and hearts.";"0004915f-4399-4ae1-beab-85a62c11b674";"Armor";"ARM_Vanity_Body_Rich_D";"ARM_Vanity_Body_Rich_D";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_D_Green";"Anarchic Blue Outfit";"There is something of the blue-blooded rebel in this outfit, of the bandit princess or prince stealing plunder and hearts.";"0004915f-4399-4ae1-beab-85a62c11b674";"Armor";"ARM_Vanity_Body_Rich_D";"ARM_Vanity_Body_Rich_D";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_D_Puple";"Anarchic Purple Outfit";"There is something of the purple-peacock rebel in this outfit, of the bandit princess or prince stealing plunder and hearts.";"05916397-ed55-46e0-bec3-ab6c4b2b1cb4";"Armor";"ARM_Vanity_Body_Rich_D";"ARM_Vanity_Body_Rich_D";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_D_White";"Anarchic White Outfit";"There is something of the pale-white-toothed rebel in this outfit, of the bandit princess or prince stealing plunder and hearts.";"0e9c3ca7-070f-43e9-b642-bd0b21f76290";"Armor";"ARM_Vanity_Body_Rich_D";"ARM_Vanity_Body_Rich_D";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_E";"Lionheart Outfit";"Presumably named for a courageous person. Regardless, a marvellously decadent outfit.";"91bb667d-239b-4d56-9287-c41124736872";"Armor";"ARM_Vanity_Body_Rich";"ARM_Vanity_Body_Rich";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_E_GreenPink";"Lionheart Green-Pink Outfit";"Robust, sleek, and flattering, this ensemble presents a very fetching figure for the wearer.";"1c6c44c6-4bc5-44f6-b5f6-8d3cc4654134";"Armor";"ARM_Vanity_Body_Rich_E";"ARM_Vanity_Body_Rich_E";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_E_Teal";"Lionheart Teal Outfir";"Robust, sleek, and flattering, this ensemble presents a very fetching figure for the wearer.";"6cd27edd-fd6b-491b-8263-c01d9dd915aa";"Armor";"ARM_Vanity_Body_Rich_E";"ARM_Vanity_Body_Rich_E";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_F";"Diamond Pattern Garb";"Diamonds are like the colour black - they simply go with everything.";"c1212df0-3f47-4af7-b98a-164fca31da97";"Armor";"ARM_Vanity_Body_Rich";"ARM_Vanity_Body_Rich";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_F_Blue";"Diamond Blue Doublet";"Robust, sleek, and flattering, this ensemble presents a very fetching figure for the wearer.";"a6e5ebd6-beb6-4d67-8aeb-254a2b063332";"Armor";"ARM_Vanity_Body_Rich_F";"ARM_Vanity_Body_Rich_F";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_G";"Raffish Garb";"Something slightly perilous and fun imbues this design of garments.";"c9588fa5-3644-4c2d-8b8b-f0d4cdb3869e";"Armor";"ARM_Vanity_Body_Rich";"ARM_Vanity_Body_Rich";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_G_Black";"Raffish Midnight Outfit";"Raffish (meaning sly and disreputable in an alluring way) comes from Raffish Buck Daederum, whose fashion this ensemble mimicks closely.";"4880fb87-77b7-4931-a586-6909c4a5752a";"Armor";"ARM_Vanity_Body_Rich_G";"ARM_Vanity_Body_Rich_G";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_G_Bright";"Raffish Metallic-Shaded Outfit";"Raffish (meaning sly and disreputable in an alluring way) comes from Raffish Buck Daederum, whose fashion this ensemble mimicks closely.";"e6497a0d-94e6-41bd-8bbd-91885bf56313";"Armor";"ARM_Vanity_Body_Rich_G";"ARM_Vanity_Body_Rich_G";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_G_Brown";"Raffish Chestnut Outfit";"Raffish (meaning sly and disreputable in an alluring way) comes from Raffish Buck Daederum, whose fashion this ensemble mimicks closely.";"22a80754-79f2-4b6a-9de4-3e619a80d5d4";"Armor";"ARM_Vanity_Body_Rich_G";"ARM_Vanity_Body_Rich_G";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_G_Red";"Raffish Bronze-Red Outift";"Raffish (meaning sly and disreputable in an alluring way) comes from Raffish Buck Daederum, whose fashion this ensemble mimicks closely.";"220d0f79-5016-407d-aaa6-5fb4208dcc56";"Armor";"ARM_Vanity_Body_Rich_G";"ARM_Vanity_Body_Rich_G";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_G2";"Solemnity Outfit";"Austere and no-nonsense, this outfit betoken's largesse and poise.";"9a8a79fe-a9a2-466d-af06-f3973fe5b16b";"Armor";"ARM_Vanity_Body_Rich";"ARM_Vanity_Body_Rich";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_G2_Blue";"Solemnity Outfit in Blue";"One of master Figaro's collection pieces, this outfit maintains the poise and grace of the wearer. Honestly, it elevates it considerably. Bad poise becomes competent poise. Competent becomes strong. Strong becomes spiffing.";"b3185288-bcb3-475d-aac1-7c34fa88898e";"Armor";"ARM_Vanity_Body_Rich_G2";"ARM_Vanity_Body_Rich_G2";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_G2_Green";"Solemnity Outfit in Green";"One of master Figaro's collection pieces, this outfit maintains the poise and grace of the wearer. Honestly, it elevates it considerably. Bad poise becomes competent poise. Competent becomes strong. Strong becomes spiffing.";"a7b3f166-f909-4103-8c2c-b8559da749b5";"Armor";"ARM_Vanity_Body_Rich_G2";"ARM_Vanity_Body_Rich_G2";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_G2_Purple";"Solemnity Outfit in Purple";"One of master Figaro's collection pieces, this outfit maintains the poise and grace of the wearer. Honestly, it elevates it considerably. Bad poise becomes competent poise. Competent becomes strong. Strong becomes spiffing.";"0650531b-3a2f-499e-bf4e-58488a14636f";"Armor";"ARM_Vanity_Body_Rich_G2";"ARM_Vanity_Body_Rich_G2";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Rich_G2_White";"Solemnity Outfit in Gold Medallions";"One of master Figaro's collection pieces, this outfit maintains the poise and grace of the wearer. Honestly, it elevates it considerably. Bad poise becomes competent poise. Competent becomes strong. Strong becomes spiffing.";"168a676a-af4c-497c-8b98-76a0f6d20462";"Armor";"ARM_Vanity_Body_Rich_G2";"ARM_Vanity_Body_Rich_G2";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Cultist";"Absolute Outfit";"Adorned with the tripartite symbol of the Absolute, this ensemble of black and green presents the wearer as either a mocker or a devotee of the cult. Or someone who likes the cut and colour. Or someone who is cold.";"ef840839-3516-43b1-823f-103b1e0b04bf";"Armor";"_Vanity_Body_Situational";"_Vanity_Body_Situational";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Deva";"Angelic Scion Outfit";"Golden vambraces and arm rings surmount this divine set.";"62950ae1-b74f-46a6-bfd0-055c93bad651";"Armor";"_Vanity_Body_Situational";"_Vanity_Body_Situational";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Drow";"Drow Outfit";"With its harsh, almost arachnid cut and shape, this outfit evokes the spiderlike denizens of the Underdark.";"7ab22473-bb9a-49f4-9890-4d3a691331b6";"Armor";"_Vanity_Body_Situational";"_Vanity_Body_Situational";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Leather";"Leathery Garb";"So tight... ";"82fa106f-3fb9-4c00-818f-5e5df5deb434";"Armor";"_Vanity_Body_Situational";"_Vanity_Body_Situational";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Leather_Black";"Black Flare Leather Outfit";"A minimalist leather binding get-up that clings to the skin and creaks just the slightest bit when you move.";"5efe9bb8-bffe-4c91-bbd6-bee4d5d0611c";"Armor";"ARM_Vanity_Body_Leather";"ARM_Vanity_Body_Leather";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Leather_Bright";"Bright Flare Leather Outfit";"A minimalist leather binding get-up that clings to the skin and creaks just the slightest bit when you move.";"ab68a753-921f-4df5-9979-d9663cea078e";"Armor";"ARM_Vanity_Body_Leather";"ARM_Vanity_Body_Leather";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Leather_Rich";"Strapped Choker Leather Ensemble";;"a89389a2-37c5-4fcd-b392-f856451a2325";"Armor";"ARM_Vanity_Body_Leather";"ARM_Vanity_Body_Leather";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Leather_Rich_Blue";"Blue Flare Leather Outfit";"A minimalist leather binding get-up that clings to the skin and creaks just the slightest bit when you move.";"6f3c80a9-14f8-481d-ab27-5426a00329e1";"Armor";"ARM_Vanity_Body_Leather_Rich";"ARM_Vanity_Body_Leather_Rich";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Leather_Rich_Green";"Green Flare Leather Outfit";"A minimalist leather binding get-up that clings to the skin and creaks just the slightest bit when you move.";"cf7e5e2f-d791-4929-b1bc-a7ba35db1687";"Armor";"ARM_Vanity_Body_Leather_Rich";"ARM_Vanity_Body_Leather_Rich";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Shar";;;"754a0191-b439-47ae-9d9e-ebfdad0e9b39";"Armor";"_Vanity_Body_Situational";"_Vanity_Body_Situational";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Circus";"Circus Ensemble";"Designed for fun rather than function.";"76e754a1-9559-4cb7-b11b-045f1b8aada1";"Armor";"_Vanity_Body_Situational";"_Vanity_Body_Situational";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Circus_B";"Mesmerising Circus Outfit";"A burst of fun and colour, this outfit completely avoids the general sensation of damp misery inherent to the standard circus clown.";"c03c2a3c-9e84-4042-8267-189ccb2af715";"Armor";"ARM_Vanity_Body_Circus";"ARM_Vanity_Body_Circus";"VanityBody";;;;;;;;;;;;;
"ARM_Vanity_Body_Prison";"Prison Shirt";"Tattered and infested with crawling bedbugs, this shirt was worn by some interred prisoner. ";"a8db945d-ee7a-450a-a8a8-cbcdfd466d85";"Armor";"_Vanity_Body_Situational";"_Vanity_Body_Situational";"VanityBody";;;;;;;;;;;;;
"UNI_DaisyDress";"Elegant Robe";"A draped robe made with lightweight fabric. Made for seduction rather than battle.";"d943c31f-a8c9-49b0-8eba-f120b5075a67";"Armor";"_Vanity_Body_Situational";"_Vanity_Body_Situational";"VanityBody";;;;;;;;;;;;;
"UNI_DaisyPlaysuit";"Elegant Robe";"A draped robe made with lightweight fabric. Made for seduction rather than battle.";"bf4700bb-f1db-4586-8332-4e3e0c3e0fe0";"Armor";"UNI_DaisyDress";"UNI_DaisyDress";"Breast";;;;;;;;;;;;;
"ARM_Vanity_ElegantRobe";"Elegant Robe";"A draped robe made with lightweight fabric. Made for seduction rather than battle.";"2f7aadd5-65ea-4ab6-8c55-88ee584c72df";"Armor";"UNI_DaisyDress";"UNI_DaisyDress";"Breast";;;;;;;;;;;;;
"ARM_Vanity_Prison_Poor";"Destitute Clothes";"Lowly and poorly fitting on any physique, this garb is of the worst quality.";"42c04143-38cb-4112-91de-0d5ed0ca7101";"Armor";"ARM_Vanity_Body_Prison";"ARM_Vanity_Body_Prison";"VanityBody";;;;;;;;;;;;;
"ARM_Camp_Shoes";;;"6bb7a595-7646-48a9-9c44-d39f16c1c5cb";"Armor";"ARM_Shoes";"ARM_Shoes";"Boots";;;"None";;;;;;;;;;
"ARM_Camp_Shoes_B";"Elfin Woodsoles";"These shoes make light, almost imperceptible clicking noises as they walk on stone, the wood nice and sculpted.";"d8bc3625-f1d8-4ad3-8cfd-23b6b496cf36";"Armor";"_Vanity_Shoes_Generic_Common";"_Vanity_Shoes_Generic_Common";"VanityBoots";;;;;;;;;;;;;
"ARM_Camp_Shoes_C";"Tanner's Delight";"The tanners had an excellent time producing this leather - they actually got to use real animal flesh. Usually they work with much grosser stuff.";"c6db137e-b61c-418f-9785-b0beb6e6de0f";"Armor";"_Vanity_Shoes_Generic_Common";"_Vanity_Shoes_Generic_Common";"VanityBoots";;;;;;;;;;;;;
"ARM_Camp_Sandals_B";"Casual Sandals";"Strapped and lined in an either piscine or arboreal motif, these sandals are perfect for a warm morning stroll.";"ba0fbaf7-324f-4f79-a124-66ba185faef9";"Armor";"_Vanity_Shoes_Generic_Common";"_Vanity_Shoes_Generic_Common";"VanityBoots";;;;;;;;;;;;;
"ARM_Camp_Sandals_B_Red";"Breezy Sandals";;"697a6021-ff43-43d5-b9c9-a432bb3ea59d";"Armor";"_Vanity_Shoes_Generic_Common";"_Vanity_Shoes_Generic_Common";"VanityBoots";;;;;;;;;;;;;
"ARM_Camp_Sandals_C";"Gladiatorial Sandals";"Worn by warriors upon the bloodiest sands.";"aa1b4d17-528f-4934-b350-6b17f389b9dd";"Armor";"_Vanity_Shoes_Generic_Common";"_Vanity_Shoes_Generic_Common";"VanityBoots";;;;;;;;;;;;;
"ARM_Camp_Shoes_E";"Delicate Shoes";"Patterned with twists of gold, lilac and sapphire, these delicate shoes are very reasonable for dancing, romancing, perhaps even prancing.";"5272e57c-7ea0-4bda-aac5-449304f4f011";"Armor";"_Vanity_Shoes_Generic_Rich";"_Vanity_Shoes_Generic_Rich";"VanityBoots";;;;;;;;;;;;;
"ARM_Camp_Shoes_F";"Pointed-Toe Shoes";"The height of modern Sword Coastian fashion, provided you like being targetted by muggers and thugs and other interesting friendly people.";"16a8aee6-568c-458e-b006-cb3344cac4fb";"Armor";"_Vanity_Shoes_Generic_Rich";"_Vanity_Shoes_Generic_Rich";"VanityBoots";;;;;;;;;;;;;
"ARM_Camp_Sandals";"Meshtoe Sandals";"A mesh of webbed material protects the toes from errant spiders.";"1856414d-8a47-4e41-8aee-55991b18f494";"Armor";"_Vanity_Shoes_Generic_Rich";"_Vanity_Shoes_Generic_Rich";"VanityBoots";;;;;;;;;;;;;
"ARM_Camp_Sandals_Blue";"Pristine Meshtoe Sandals";"A mesh of webbed material protects the toes from errant spiders - these seem brand new, and never worn.";"2290f957-2e17-4ceb-870f-bd53f81f866c";"Armor";"_Vanity_Shoes_Generic_Rich";"_Vanity_Shoes_Generic_Rich";"VanityBoots";;;;;;;;;;;;;
"ARM_Camp_Sandals_A1";"Slashstrip Sandals";"Slashes of leather gird the feet. A bright silvery button gleams.";"37ceb8fb-7d41-4373-b31b-6fcc602955b4";"Armor";"_Vanity_Shoes_Generic_Rich";"_Vanity_Shoes_Generic_Rich";"VanityBoots";;;;;;;;;;;;;
"ARM_Camp_Sandals_A1_Black";"Worn Slashstrip Sandals";"Slashes of leather gird the feet. A bright silvery button gleams - this pair have seen better days.";"03855492-12d7-42bf-866f-8aeb8eae176f";"Armor";"_Vanity_Shoes_Generic_Rich";"_Vanity_Shoes_Generic_Rich";"VanityBoots";;;;;;;;;;;;;
"ARM_Vanity_Shoes_Circus";;;"b61e283d-eba5-4fd2-86a3-21e490ad16bf";"Armor";"_Vanity_Shoes_Situational";"_Vanity_Shoes_Situational";"VanityBoots";;;;;;;;;;;;;
"ARM_Vanity_Deva_Shoes";"Celestial Sandals";"Not only do these sandals allow your feet to breathe on warm summer-scented evenings and leaf-crunchy autumn afternoons, but come the turning of clocks toward colder seasons, the sandal straps emit a faintly magical heat as cosy as any pair of wooly socks.";"db2f2945-debc-4b18-b4f5-6456a11ecddb";"Armor";"_Vanity_Shoes_Situational";"_Vanity_Shoes_Situational";"VanityBoots";;;;;;;;;;;;;
"ARM_Underwear";;;"d40b567d-6b66-447e-8923-2bbd0d7aea00";"Armor";"_Underwear";"_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Dragonborn";;;"8494f6d9-d588-4d18-bb0d-c5a58e911771";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Dragonborn_Bronze";;;"6afe0665-ef74-44bb-916a-fb00a267b4b9";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Dwarves";;;"9fecf84d-911f-4986-9454-0429ac437f45";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Dwarves_Green";;;"d19364cf-18f9-4841-919b-1e3f0ba2c58c";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Elves";;;"0ec7d956-e65f-4bfa-b677-22f399f81a32";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Elves_Blue";;;"f328179e-f5e1-4fd4-bd41-efad411223e8";"Armor";"ARM_Underwear_Elves";"ARM_Underwear_Elves";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Elves_Purple";;;"6d076cab-f23a-4a80-89b6-107be7f345bd";"Armor";"ARM_Underwear_Elves";"ARM_Underwear_Elves";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Githyanki";;;"1cb3fb1b-2dfc-446a-9c9b-666eb0de05d6";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Githyanki_Black";;;"1dc7ff19-a089-4289-8a4f-77c4be1c229d";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Gnomes";;;"d692d48f-9a39-4001-8a38-c01e397953dc";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Gnomes_Blue";;;"50a2cef0-8e1b-4166-ac15-06f8bde59e29";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Halflings";;;"78063154-288f-41aa-a99f-e56cbf601129";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_HalfOrcs";;;"3caad2f1-719f-4070-b7f0-887c49c773d3";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_HalfOrcs_Orange";;;"7d989a9c-ab69-43e0-8fca-02b13d254ae2";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Humans";;;"d40b567d-6b66-447e-8923-2bbd0d7aea00";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Humans_B";;;"7efbf614-e004-4e64-b39e-c7928e703b8b";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Humans_C";;;"e1797af7-5459-4db2-99da-5703fa203edb";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Incubus";;;"5fa043bf-0445-49ad-9e82-0df77c639fe2";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Tieflings";;;"498c155f-8675-4a55-9cb0-89dd7270469f";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_ScaleMail_Body_Paladin_Vengeance";"Scale Mail of Vengeance";"Gold embroidery covers the inside of the tabard, right over the heart: 'By any means necessary, I will fight the Greater Evil, showing no mercy for the wicked.'";"bed301f2-cbb8-492f-b94a-597dfc119b3c";"Armor";"ARM_ScaleMail_Body_Paladin_Devotion";"ARM_ScaleMail_Body_Paladin_Devotion";"Breast";;;;;;;;;;;;;
"UNI_Karlach_StarterArmor";;;"2e3a2651-18ce-44b0-b7bd-3e2565bf666c";"Armor";"ARM_Barbarian";"ARM_Barbarian";"ARM_Barbarian";;;;;;;;;;;;;
"UNI_Karlach_Shoes";"Karlach's Boots";"Warmed by occasionally wiggling infernal toes.";"20f935fc-c55b-4841-9f14-1bd71c4bf3c8";"Armor";"ARM_Shoes_Barbarian";"ARM_Shoes_Barbarian";"Boots";;;;;;;;;;;;;
"UNI_Karlach_Gloves";;;"8ee5bdde-c22f-452f-add9-2d82ec3dc390";"Armor";"ARM_Gloves_Leather";"ARM_Gloves_Leather";"Gloves";;;;;;;;;;;;;
"ARM_Boots_Metal_Karlach";"Unwanted Masterwork Greaves";"These boots are stamped with the marks of a cancelled commission. Despite their discarded fate, they still hum with complex infernal arcana.";"df040e30-b424-4a89-be1b-83ffd57eb5a1";"Armor";"ARM_Boots_Metal";"ARM_Boots_Metal";"Boots";;;;;;;;;;;;;
"ARM_Monk";"Monastic Robes";"This garment's pristine condition despite years of martial training speaks to a supremely disciplined owner.";"063ea449-a0ba-4749-b9b5-869b2c0ebf92";"Armor";"ARM_Robe_Body";"ARM_Robe_Body";"Breast";;;;;;;;;;;;;
"ARM_Padded_BGWatch";;;"9a487731-93df-45bd-bfcb-9bc82140c719";"Armor";"ARM_Padded_Body";"ARM_Padded_Body";"Breast";;;;;;;;;;;;;
"ARM_Breastplate_BGWatch";;;"f94eafb0-4277-45cd-96c8-03d0184eed51";"Armor";"ARM_Breastplate_Body";"ARM_Breastplate_Body";"Breast";;;;;;;;;;;;;
