"UUID";"Name";"Stats";"DisplayName";"Description"
"877342d4-cb75-4db5-a31f-342d372f44a7";"DOOR_Druid_Grove_Repaired_A_Door_Destruct";"OBJ_GenericImmutableObject";"Destroyed Portcullis";
"8779b30f-dc6f-4264-b7af-9dc0eff51bb0";"ARM_HeadbandOfIntellect";"ARM_HeadbandOfIntellect";"Headband of Intellect";"An elegant circlet, best worn by those with an affinity for the magical arts."
"878125fe-6b5f-4942-be8e-5410e4581d02";"CONT_GEN_Burlap_Sack_J";"OBJ_Sack";"Burlap Sack";"This bag's patched seams and corners unveil a history of overstuffing."
"87821ac7-3a58-4eba-a296-c3f12d0bd42b";"SurfaceGreaseFrozen";;"Frozen Grease";"Difficult terrain - <LSTag Tooltip=""MovementSpeed"">movement speed</LSTag> is halved and creatures may fall Prone."
"8784c4a6-783f-45c6-8c8a-3232ca31e3ff";"ATM_NAT_WFL_ZhentBasement_Craggy_Fall_A";;"Field";
"8788b8fd-01a3-4852-ba76-3ff651f8983f";"GRN_GreenSporesPouch_A";"OBJ_FireBottle";"Bibberbang Spore Pouch";
"87918b9b-8551-476b-8544-68a2a3ce9e2e";"UNI_FOR_ThayanTome_Open_Unsocketed";"FOR_DangerousBook";"The Necromancy of Thay";"It. Is. Not. Too. Late."
"87a16db5-9a01-4053-a17d-a3d17a721db7";"BASE_WEAPON_Maces";"WPN_Mace";"Mace";
"87a52934-8a82-47ac-ab43-edde44c35ce9";"BOOK_GEN_Books_Row_Single_D_Destruct";"OBJ_Barrel";"Row of Books";
"87b4e4d0-1b59-3165-cca5-d606f0ba5c9a";"BASE_BOOK_converted";;"Book";
"87b5ac50-162f-48b5-b604-76759fdba267";"NAT_Rock_Boulder_Throwable_Granite_A";"OBJ_Generic_Medium";"Throwable Boulder";
"87b64dc6-f3af-4ece-a4c3-287784db78df";"INTERACT_DEC_GEN_Kitchen_CuttingBoard_A";"OBJ_KitchenInstrument_CuttingBoard";"Cutting Board";"This thick slab of wood is criss-crossed with countless knife marks."
"87bcc5f4-b009-4d2b-96ed-7734bbd92f46";"FUR_HAG_Chair_A_Destruct";"OBJ_GenericImmutableObject";"Deformed Chair";
"87c1c0ef-3e73-4ab8-ac1e-7817d5dbb50d";"CONS_FOOD_Meal_Soup_A";"CONS_FOOD_Soup";"Vegetable Broth";"A rich mix of vegetables, simmered for hours and topped with a piece of juicy tofu."
"87d5d681-13a3-48ac-b102-14e7db424556";"PUZ_GEN_CONST_Button_C";"OBJ_GenericImmutableAttackableObject";"Button";
"87e53fac-efc7-4d4a-b28d-675afa7bd564";"CONS_FOOD_Mushroom_Bluecap";"CONS_FOOD_BluecapMushroom";"Bluecap";"While bland and tasteless, bluecap spores are your best bet at finding something edible in the Underdark."
"87eb25ad-c2d8-45ea-a39d-90153b2a31e1";"ATM_NAT_WFL_UnderdarkSubs_C_CrumblingStatue_D";;"Field";
"87f65420-7a70-449b-aea7-de51a086ae36";"DEC_Alchemy_Devices_F";;"%%% No destub - Alchemy Device";
"88225372-376e-42fb-a028-65ac3d0dd864";"MAG_Fire_ApplyBurningOnFireDamage_Gloves";"MAG_Fire_ApplyBurningOnFireDamage_Gloves";"Gloves of Flint and Steel";"Carixim, a fiendish smith of hell who gorged himself fat on souls by the thousand, did not consider himself to have enemies, though many hated him dearly."
"88232377-4f25-4ecd-a192-db4fb922ca9c";"DEC_CEM_Coffin_Wood_Poor_Lid_B_Destruct";"OBJ_GenericImmutableObject";"Broken Coffin";
"882436e6-1937-4c93-a85f-4865ac23c399";"DEC_GEN_StuffedHead_Quasit_Rich_A";"OBJ_Generic_Medium";"Stuffed Quasit Head";"The bear's fur is patchy and rough, its glassy eyes dull and unpolished."
"8825c877-32c7-45d4-8bd0-b60eae6a5dde";"BASE_Vanity_Shoes_Generic_Rich";"ARM_Camp_Shoes";"Comfy Warm Shoes";"Packed with superior insulating by clever cobblers."
"8830c715-7e93-4910-b9a5-c042552e9769";"FUR_GEN_Tavern_Stool_Large_A";"OBJ_Stool";"Stool";
"8837060e-4c5b-469a-81eb-acfdb20f6203";"ATM_NAT_WFL_UnderdarkSubs_C_IronBridge_C";;"Field";
"883acfb7-1c9d-4c40-895a-97c09aa95663";"LTS_GEN_City_Lantern_Wall_B";"OBJ_Candle";"Lantern";
"883d75af-b4f1-ecc5-58af-9ea243868488";"LTS_DUN_Candles_A_cine_converted";;"Candle";
"884c0b60-19d3-4b12-8098-6dacdded6237";"DEC_GEN_Kitchen_CupBoard_Poor_A";"OBJ_PotionShelf";"Shelf";
"884e7002-e2f9-4015-8b72-0b6543cee7e3";"CONT_HUM_Vase_Large_A_Shar_Destruct";"OBJ_GenericImmutableObject";"Broken Vase";
"88508264-12fd-4ed3-ba57-e0a2e2b8abd3";"FUR_GEN_Bedroom_Bed_Wood_Bunk_C";"OBJ_Bed";"Bunk Bed";
"8853fba5-1182-4798-ad34-b87eb4b27c86";"BASE_CONT_Moveable_Climbable_Strong";"OBJ_Crate";"Container";
"8860f267-029e-4839-883a-caa03c4f6725";"CONT_CEM_Coffin_Wood_Poor_Combine_B_Destruct";"OBJ_GenericImmutableObject";"Broken Coffin";
"886cb032-3341-4fda-a079-7b94c01b703b";"FUR_GEN_Bedroom_Bed_Wood_Double_E";"OBJ_Bed";"Bed";
"8880d1d6-8235-4bb2-b773-33ec01557fb4";"BLD_Dungeon_SharTemple_Stone_Brick_Rope_A_4M";"OBJ_GenericImmutableObject";"Rope";
"8882b78a-5cc9-457a-b032-7da6d8873c42";"CONT_GEN_Crate_Clothing_C";"OBJ_Crate";"Open Crate";"Messily filled with rags and clothing."
"888a2539-56e8-4bee-a9a3-c7ba2b57a0ef";"DEC_UNI_Goblin_Camp_Totem_BloodAltar_A_Bowl_A";"OBJ_GenericImmutableObject";"Object";
"88960b21-b14c-4ae5-923c-4bf8442cb98e";"CONT_GEN_Chest_Rich_B_Destruct";"OBJ_GenericImmutableObject";"Broken Chest";
"88a8e75d-e195-4921-936b-08bb0b954bec";"CINE_DOOR_Double_Prison_Grating_Iron_A";"OBJ_MetalDoor";"Grated Iron Doors";
"88bfaebb-e75d-4c27-84b8-a51f5f212149";"DEC_GEN_Dog_Cage_Door_B";"OBJ_MetalDoor";"Cage Door";
"88c9df04-136c-414f-acee-edc8bec52752";"LTS_DUN_Hanging_Bowls_Chain_D";"OBJ_GenericImmutableObject";"Object";
"88df608d-dc2f-4c01-9b25-03c4ce58bb20";"CONS_Drink_DemiJohn_A_Stand_B";"OBJ_Demijohn";"Large Bottle";"The stand affixed to this heavy bottle helpfully keeps it from rolling away."
"88e00187-94ae-45aa-9ced-8cdfa3a8bb8a";"HalfElves_Male_Drow_Guard_Melee";"HalfElf_Melee";"Drow Half-Elf";
"88e6b17a-145c-4e24-8015-4743d0903f72";"DEC_GEN_Statue_Shar_Huge_B";"OBJ_GenericImmutableObjectHeavy";"Statue of Shar";
"88e748e9-d4aa-4609-b87b-f39ab0b8eb2b";"DEC_GEN_Statue_Hedonist_A_Rigged";"OBJ_Chair";"Chair";
"88f2b674-5e09-4819-8ac7-04b1be422dec";"S_LOW_CazadorsPalace_RitualRoom_Spawn_001_Ritual";"Human_Commoner";"Human";
"88fbb698-6dd9-4239-a29c-51606b95af1c";"Quest_CMB_StalkBulb";"QUEST_CMB_StalkBulb";"Brine Bulb";
"890fcf9e-2dbf-45ad-955e-853d9b511f45";"CINE_PUZ_GEN_Key_Gold_A";"PUZ_Key";"Gold Key";"An elaborately gilded key."
"891828e3-94eb-4fc7-8e17-535010b20f17";"ATM_NAT_WFL_Forest_G_GoblinCamp_Bridge_E";;"Field";
"891ab154-2d35-4bac-871d-3b89748d4366";"DEC_Dungeon_Skeleton_Dark_Justiciar_SittingChair_B";"OBJ_GenericImmutableObjectHeavy";"Skeleton";
"8921c09f-a1a8-4d64-af22-d59675eada68";"Tieflings_Male_Asmodeus_Zhentarim_Melee";"Tiefling_Melee";"Tiefling";
"892f2169-20c9-462f-b7ad-84570276b285";"SPIDER_Giant_B_PlayerWildshape_6";"Spider_Giant_Wildshape_6";"Giant Spider";
"89439def-e8bc-43c3-bec1-331492d01d74";"CONS_FOOD_Vegetable_Carrot_A_Rotten";"CONS_FOOD_Vegetable_Carrot_A_Rotten";"Rotten Carrot";"A bendy carrot, suffused with light and dark splotches."
"8949fc2e-0cea-4d66-b635-76062aeb30cc";"LTS_DUN_Candles_Cluster_D_Gold_Destroyed";;"Field";
"894e64ad-3d0c-4ef7-8cb0-8a130bc37561";"CONS_FOOD_Nuts_Walnut_A";"Food_Walnut";"Walnut";"The cautionary tale of Dennon Nosmile warns every eager young halfling on the Sword Coast against cracking walnut shells with their teeth."
"89509b3b-8e1b-40f8-a94f-c4ff70e20bc1";"DEC_Druids_Statue_Elk_Animated_A";"OBJ_GenericImmutableObject";"Elk Statue";
"895797a4-0daa-4e22-bf84-fa61b601828f";"DEC_Laboratory_Flask_Glass_Installation_B_Glow_Green_A";"OBJ_Laboratory_Installation";"Glass Distillation Set";"Each cylinder, flask and retort in this set is covered in a sticky, dusty substance."
"896119eb-6303-4faf-8263-42d2c8648572";"PUZ_GEN_CONST_Button_A";"OBJ_GenericImmutableAttackableObject";"Button";
"89670ecb-f68e-420b-a1c3-5f33400a6bf2";"BOOK_GEN_Books_Stack_B_Destruct_Dirty_A";"OBJ_GenericImmutableObject";"Stack of Books";
"89677164-14f7-4792-bac1-6b625e012767";"VFX_Cinematic_LiquidShader_03";;"Field";
"8970f4be-e609-4cca-acf1-f7fab4ba1599";"LTS_DUN_Bowls_D_Destroyed";;"Destroyed Object";
"8977db5d-0e41-4088-9ac7-35511ebe1359";"LAB_GEN_Bottle_Rack_Multiple_B";"OBJ_PotionShelf";"Bottle Racks";
"89792dc1-221b-462e-adcb-026f2cafbb95";"WPN_HUM_Shield_E_2";"ARM_Shield";"Shield";"This shield bears the crest of a long-forgotten house."
"897f5ff9-d889-4b78-a1d7-afa88ccaadb3";"CONS_Herbs_Belladonna_Bundle_A";"CONS_Herbs_Belladonna";"Belladonna";"The old rhyme goes, 'If you fear the changer moon / If befall'd by curse or doom / If you're in the lycan's power / Seek the Belladonna flower.' Old rhymes are pretty but they get people killed more often than not. Belladonna blooms are poisonous."
"89875ae3-2ce8-4a6b-88fe-da2426f1b6ed";"CONS_FOOD_Fruit_Banana_A_Rotten";"CONS_FOOD_Fruit_Banana_A_Rotten";"Rotten Banana";"Little is left of this banana but patches of brown skin and mush."
"8987a094-05ae-4ecf-9e6e-45cdec7b611a";"Gnomes_Male_Regular_Zhentarim_Ranger";"Gnome_Ranger";"Gnome";
"899736a3-984a-46fd-b54b-78bb55c42d80";"PUZ_GOB_Firebowl_A_Rope_12H_A";"OBJ_Rope";"Rope";
"89a6ebf3-8867-4679-a3c9-91c526b209c7";"BLD_GEN_Barricade_G_Wood_A_Destruct";"OBJ_GenericImmutableObject";"Broken Barricade";
"89ae30cb-f50d-46fa-857a-fa66b2664d2a";"INTERACT_CONT_GEN_Crate_Clothing_B";"OBJ_Crate";"Open Crate";"Messily filled with rags and clothing."
"89b009e6-b613-442b-9e45-caad6fc5ba04";"DEC_Dungeon_Skeleton_Skull_B_Bloody_A";"OBJ_Skull";"Skull";"Missing its bottom jaw. And its body."
"89b39fe7-83a5-4355-b561-914d7236f320";"FUR_GEN_House_Chair_Rich_B_Destruct";"OBJ_GenericImmutableObject";"Lavish Chair";
"89bb450f-d976-4981-b43e-b5d16948da1e";"WPN_GOB_Shield_B_0_NOT_APPROVED";"ARM_Shield";"Goblin Shield";"Thick spikes jut from this repurposed wooden tabletop."
"89c0019d-c76e-42a9-93d4-3f8dc37135ee";"VFX_Environment_Nautiloid_Fire_Decal_01";;"Field";
"89d194fd-3f0c-487b-8b60-e5ab1a2bd522";"CONS_GEN_Food_Cheese_Cheddar_Wheel_A_Rotten";"CONS_GEN_Food_Cheese_Cheddar_Wheel_A_Rotten";"Rotten Waterdhavian Cheese Wheel";"This once-delicious chunk of cheese now smells of sorrow and regrets."
"89d79c2c-ef72-4d81-9c11-ddbd71464f3a";"FUR_GEN_Bookcase_Wood_Poor_A_1D_2H_6W_A_Destruct";"OBJ_GenericImmutableObject";"Broken Barricade";
"89ee9a0f-0571-46ce-9541-b5141a08188a";"UNI_TOOL_Camp_Bedroll_Open_E_DONOTUSE";"QUEST_Indestructible_Camp_Bedroll";"Take a Long Rest";"The thick fur lining of this traveller's bedding is lightly stained with dirt."
"89fd03d0-381d-4404-9480-ef9a829bbe62";"TOOL_Goblins_Ladder_9H_A_Destruct";"";"Wooden Ladder";
"8a008da5-9dc3-4d3a-a103-e2b06f4b5572";"Elves_Female_Wood_Guard_Melee";"Elf_Melee";"Elf";
"8a01da55-3927-4c2e-b685-5f6ebfe8bbff";"PUZ_GEN_Trap_Hole_B_Destruct";"OBJ_GenericImmutableObject";"Broken Barricade";
"8a039e47-d991-4808-a3ea-148f0c55f976";"CONS_GEN_Food_SalmonPie_A";"CONS_FOOD_Pie_Salmon";"Salmon Pie";"The fluffy crust emits a cloud of delectable-smelling steam when broken open."
"8a0d1a53-6dd1-4c2d-9747-7a910423feb1";"DEC_GEN_StuffedHead_Hyena_Poor_A";"OBJ_Generic_Medium";"Stuffed Hyena Head";"Lice and mites infest the poorly stuffed flesh of this dead hyena."
"8a21c890-37ce-4e24-b8d3-0065546cee41";"CINE_FUR_GEN_Kitchen_Cup_Glass_A";"OBJ_GenericDrinkItem";"Glass Cup";"Gnomes are known to melt and reshape their glass shards, resulting in this cup's distinct green tint."
"8a407bd7-effe-4306-b2a0-02624ad45074";"UNI_PLA_DoubtingArtist_Portrait_B";"OBJ_Painting";"Painting of an Elegant Noble";"A beautiful middle-aged woman, her attire indicating some considerable status. Though incomplete, the detail suggests this work may be a work of genuine admiration rather than a simple commission."
"8a4ee786-338d-4d99-9aa3-d1b74db65100";"Humans_Female_Corpse_BlocksSwD";"Human_Commoner";"Human";
"8a52c6c8-1701-4312-b2f1-0833bb63de62";"VFX_Environment_Waterfall_Mist_Fall_Small_HighFrequency_01";;"Field";
"8a55325d-deba-4002-80b6-7e470c444644";"CONT_HUM_Vase_Medium_A_Glazed_Damaged";"OBJ_Vase";"Damaged Vase";"This once-fine vase has been cracked by either time or neglect."
"8a590f73-6b52-4cb0-b3bc-60eed7e39bb9";"GRN_BlackSporesPouch_A";"OBJ_FireBottle";"Pacifying Spore Pouch";
"8a5f71bd-f021-4408-acf0-e18bc443e1b1";"CONT_GEN_Crate_Wood_Open_A_Destroyed";;"Field";
"8a689857-ed7d-452e-8c4a-c285b1489f27";"DOOR_Double_Medium_Village_House_A_Destruct";"OBJ_GenericImmutableObject";"Destroyed Object";
"8a6c41b8-bafd-4894-bb78-a5f4d984d845";"BASE_Githyanki_Female_Guard";"Githyanki_Commoner";"Githyanki";
"8a6ececf-2a66-4ef2-94f0-8c2d12bde5cf";"FUR_HAG_Table_Small_A_Destruct";"OBJ_GenericImmutableObject";"Table";
"8a85cc9b-f865-4582-bb39-1272378f552f";"CONS_GEN_Food_Cheese_Goat_Wheel_A_Rotten";"CONS_GEN_Food_Cheese_Goat_Wheel_A_Rotten";"Rotten Durinbold Cheese Wedge";"A soft layer of white mould covers the entire surface of this cheese and part of its leaf wrapper."
"8a88bc77-04a4-45ab-a183-dc38de63196c";"Helper_PortraitGeneration_Background_Custom_13";;"Field";
"8a8bf102-8693-42dc-91d8-87e57ed25306";"BOOK_GEN_Books_Row_Single_C_Destruct";"OBJ_Barrel";"Row of Books";
"8aa3a297-bb44-4a09-b0e6-566d561e4e2b";"LTS_DUN_Chandelier_A_Gold";"OBJ_Chandelier";"Chandelier";"Hammered from iron and surprisingly ornate. The candles still have life left in them."
"8aa49514-f69a-408b-98b2-67946d966522";"LTS_DUN_Chandelier_B";"OBJ_Chandelier";"Chandelier";"Hammered from iron and surprisingly ornate. The candles still have life left in them."
"8aa709db-7aba-4c26-acf8-01fdaaff4c65";"Child_Goblins_Male";"Goblin_Child";"Goblin Boy";
"8ab3cded-a815-4fe3-9229-ff494e93e8c6";"DOOR_Double_Medium_City_House_G_Destruct";"OBJ_GenericImmutableObject";"Destroyed Object";
"8ac5273f-b250-4a58-8d21-6ea5c2e2388d";"PUZ_Underdark_Mushroom_Bibberbang_C_Remains_A";"OBJ_GenericImmutableObject";"Bibberbang Remains";
"8ad1763a-ab11-4818-a755-7ee7675cb645";"CINE_LOOT_GEN_AdamantineScrap_A_Piece";"REF_Primitives";"Adamantine Chunk";"A piece of rare, ultrahard metal, usually found in meteorites and extraordinary mineral veins. This particular sample is too impure to be of any use."
"8ae844b5-3eb8-4fa3-8040-929a68cea079";"PUZ_GEN_Village_House_Base_Stone_Breakable_C";"OBJ_Destr_Wall_Stone";"Cracked Wall";
"8b05f088-4ee3-4b26-b307-15276b593e06";"Tieflings_Male_Mephistopheles_Zhentarim_Ranger";"Tiefling_Ranger";"Tiefling";
"8b063e91-aecd-47f4-b08c-36584da2fab4";"Dwarves_Male_Hill_Harper_Melee";"Dwarf_Melee";"Dwarf";
"8b070c52-ee03-41e8-bc74-19ec6b00aa6b";"PUZ_GOB_Firebowl_A_Hinge_A";"OBJ_Generic_Tiny";"Wooden Hinge";
"8b0bd0b0-ed1b-49cf-be1c-1e366280309a";"BASE_Dwarves_Male_Hill_Civilian";"Dwarf_Commoner";"Civilian";
"8b1c2137-76e4-4a47-bebb-cf50847aca08";"LOOT_GEN_Ring_E";"ARM_Ring_E";"Copper Ring";"Inlaid with semi precious stones, this ring looks expensive - at first glance."
"8b200869-3164-4c86-a71c-446cfcb098b2";"LTS_DUN_Candlestick_B_Gold_Destruct";"OBJ_GenericImmutableObject";"Destroyed Object";
"8b2329d9-6e45-476c-a6e9-d6b3b0bdbddf";"FUR_GEN_Desk_Wood_Rich_A_Colorvar_A";"OBJ_GenericImmutableObjectHeavy";"Rosewood Desk";
"8b257df7-fa53-42d7-bd43-8282d8473a35";"BASE_Tieflings_Female_Zariel";"Tiefling_Commoner";"Tiefling";
"8b293db3-a187-4f90-85da-952fed9c154e";"PUZ_GEN_Trap_Mine_A_Poison_A";"OBJ_Mine";"Poison Mine";
"8b2965fd-d463-4828-b972-668887bc8a17";"BOOK_Wizards_Tome_Simple_E";"OBJ_Book";"Worn-Out Tome";"This book is redolent with the enticing smell of paper and ink."
"8b45fd9f-99dd-4563-9363-43a4b12585a4";"VFX_Environment_Dust_Ground_BlowingUp_Brown_01";;"Field";
"8b58571f-5d21-4fb6-80eb-bc1081f809d4";"WPN_Rapier_REF";"WPN_Rapier";"Rapier";"A slender but deadly sword, favoured by the Waterdhavian nobility."
"8b5f7965-6cd1-42c1-8449-c6562a270ad9";"Solution_Toxin_Basic";"Solution_Toxin_Basic";"Simple Toxin";"The emerald hue of this toxin is vivid and baleful as a sunrise over a swamp. "
"8b7ba095-fb6e-4363-a8fc-0ad5fe3733ce";"FUR_GEN_Wardrobe_C";"OBJ_Wardrobe";"Wardrobe";
"8b7fb50a-84ab-40e9-99db-f7f0ae68ce47";"DEC_GEN_Corpse_Body_Part_Hand_A";"OBJ_GenericLootItem";"Severed Hand";"The few remaining fingers on this hand have grown pallid, cold, and stiff."
"8b84e339-ac01-4d24-84a3-467bbb483791";"FUR_GEN_Bed_Single_Canopy_Rich_B";;"Velvet Canopy";
"8b8dcdd9-4bd2-48fd-b8b4-04410f4ed6b8";"DEC_GEN_Corpse_Body_Part_Leg_A_Githyanki";"OBJ_GenericLootItem";"Severed Leg";"Deep, purple bruises bloom on the putrid flesh wherever you touch this leg."
"8b9b4657-93f3-4382-b6e0-a587902abcba";"LOOT_SCROLL_AnimateDead";"OBJ_Scroll_AnimateDead";"Scroll of Animate Dead";"This book is redolent with the enticing smell of paper and ink."
"8b9ee0cf-35a6-4439-9402-d5f829645e2a";"ARM_Camp_Citizen_C_Red";"ARM_Vanity_Body_Citizen_C";"Swarthy Wayfarer in Red";"A most adventuresome and spring-heeled variety of ensemble, perfect for journey-makers and risk-takers."
"8bae96f3-b7cb-4799-93bb-6ba1ab95920a";"CONT_Jergal_Urn_Bones_C_Destroyed";;"Field";
"8bb2d974-2d40-4837-a491-3ff2c691bfc0";"LTS_DUN_Candlestick_F_Destruct";"OBJ_GenericImmutableObject";"Destroyed Object";
"8bb3d6a2-ac90-49bd-860b-79b19906c49b";"DEC_GEN_Corpse_Body_Part_HeadMale_A_Tiefling_Static";;"Severed Head";
"8bba4a7c-a7df-4d1f-b202-286522a028fa";"LOOT_GEN_Amulet_Necklace_A_Bronze_A";"ARM_Amulet_Necklace_A_Bronze_Green";"Tarnished Pendant";"Spots of crumbling green patina are slowly eating away at this once-bronze pendant."
"8bc1a0d8-af28-45b2-b1ca-1f15e3c47b1b";"LOOT_SCROLL_HideousLaughter";"OBJ_Scroll_HideousLaughter";"Scroll of Tasha's Hideous Laughter";"This book is redolent with the enticing smell of paper and ink."
"8bc5e376-5c54-47af-a951-d7d923e63589";"LTS_DUN_Candlestick_D_Gold_Destruct";"OBJ_GenericImmutableObject";"Destroyed Object";
"8bce3e19-86dd-41f2-adb6-c8a47b9660cb";"CONT_GEN_Burlap_Sack_F";"OBJ_Sack";"Burlap Sack";"A woven jute sack suitable for storing grain and other goods."
"8bf3964b-7d7c-464a-b33e-3104079674f6";"SurfaceBloodFrozen";;"Frozen Blood";"Difficult terrain - <LSTag Tooltip=""MovementSpeed"">movement speed</LSTag> is halved and creatures may fall Prone."
"8c02c87f-955d-4cc2-b547-f22462ad7106";"WPN_HUM_Shield_D_0_Rusty_A";"ARM_Shield_Rusty";"Rusty Studded Shield";"Good for defending from stray flatulence, but that's about it. "
"8c17a2e5-e742-4fac-a0d6-10289be28c72";"LOOT_GEN_Kitchen_Cutlery_Fork_Poor_A";"OBJ_Kitchenware_Cutlery_Fork_Poor";"Fork";"The tines of this fork have clearly been bent and reshaped into place many times."
"8c1e1c32-d4c2-40ff-b426-488e3dc35236";"CONT_GEN_Alcohol_Bottle_Shelf_B_Destruct";"OBJ_GenericImmutableObject";"Broken Barricade";
"8c20143d-1bca-449d-b8e8-7c7a01414d69";"VFX_Environment_Nautiloid_Thick_Fire_Directional_02";;"Field";
"8c26da48-a8cd-4e6a-8a79-e268e74942ad";"CINE_Tieflings_Female_Generic_02";"Tiefling_Commoner";"Tiefling";
"8c31ce67-071a-4d58-826e-01c3472828d5";"CONT_Spiders_Cocoon_A_Wall_A_Destruct";"OBJ_GenericImmutableObject";"Torn Webbing";
"8c32ee25-fab6-4d40-aa38-53fde183a5b7";"CINE_Tieflings_Male_DruidToCombat_02";"Tiefling_Commoner";"Tiefling";
"8c33021a-9947-4969-b892-1545a907c980";"Humans_Male_Player_VoiceDummy";"Human_Commoner";"Human";
"8c502341-6ac6-49cd-843d-1c21dccf7297";"VFX_Static_WaterPlane_10x10m_D_Campfire";;"Field";
"8c5d52d8-310e-47c4-8991-dbaf9aafe762";"BOOK_GEN_World_OralHistories_OathbreakerPaladins";"BOOK_GEN_World_OralHistories_OathbreakerPaladins";"Oral Histories of Faerûn: Paladin Oathbreakers";"A tattered scrap of cloth bearing an image of a rose marks a chapter in this slim volume."
"8c5df9d9-8bad-4f70-98b6-172b4d3f2ec4";"TOOL_Camp_Bedroll_Open_H";"OBJ_Bedroll";"Bedroll";"The thick fur lining of this traveller's bedding is lightly stained with dirt."
"8c5f95d0-64d7-48ce-a871-48cd43c1e019";"CONT_GEN_Chest_Common_A_small_A";"OBJ_Chest_Wood_Small";"Wooden Chest";"A common chest of timber and iron."
"8c6027a6-7304-478e-9bd9-e4fe5d698d0f";"LOOT_GEN_Dining_Plate_Elevated_Silver_Rich_C";"DiningPlate_Silver_Elevated_C";"Silver Cake Stand";"The fine engravings on this sumptuous cake stand are barely visible, unless it catches the light just so."
"8c80141f-b014-4970-8426-290c7aa6701f";"LOOT_GEN_Dining_Plate_Elevated_Silver_Rich_A_Dirty_A";"DiningPlate_Silver_Elevated_A";"Silver Cake Stand";"The fine engravings on this sumptuous cake stand are barely visible, unless it catches the light just so."
"8c8a76ac-8f79-49e1-84d6-c84bcced81f6";"DEC_GEN_Store_Sign_Bookstore_A";"OBJ_GenericImmutableObject";"Bookstore Sign";
"8c8f7056-d228-427a-9df0-3f4392fda418";"ATM_GodRay_25m_Thin_A_Red";;"Field";
"8caea82b-1f0f-4dc4-a674-316291c48db4";"BOOK_GEN_Gods_AforAzuth2";"BOOK_GEN_Gods_AforAzuth2";"A is for Azuth and other Gods II";"A collection of children's rhymes about the gods Azuth, Bane, and Beshaba."
"8cb0c83a-7a7e-4ff7-9295-8ed7f1569f22";"CONT_GEN_Basket_Wicker_C_Destruct";"OBJ_GenericImmutableObject";"Torn Burlap Sack";
"8cb17a24-e531-4ca0-9d12-60e0545027df";"TOOL_Ladder_Cliff_SandStone_9H_A_Dirt";"OBJ_Ladder_Indestructible";"Cragged Rock";
"8cb894c4-cbf9-479b-af42-c47e54ea4fa9";"NAT_Coastal_Rock_Sandstone_360_C_Grey_Climbable_Moveable";"OBJ_Generic_Medium";"Loose Rock";
"8cba7397-8623-4793-81ce-0ca7987dc813";"PUZ_Trap_Spell_GlyphOfWarding_Acid";"OBJ_GenericImmutableAttackableObject";"Glyph of Warding";"A set of runes, alight with arcane energy."
"8cc11d84-9bd6-4dcc-b999-e9e2ef18137c";"PUZ_GEN_Proximity_Explosive_A_Rusty";"PUZ_ProximityMine";"Proximity Explosive";"A strong sulphurous smell emanates from this magical machine."
"8cca8f05-63b2-4bff-8494-9609bf29af66";"CONS_GEN_Food_Cheese_Cheddar_Wheel_A";"CONS_FOOD_Cheese";"Waterdhavian Cheese Wheel";"Popular among travellers for its robust and sharp flavour, to say nothing of its peculiarly long shelf life."
"8cdcb1f7-3b33-4b89-9169-030ddb6bdabc";"Helper_PortraitGeneration_Background_Smoke_Blue_A";;"Field";
"8cf83ef9-701c-4767-b5e7-d37bd2c92d2c";"Humans_InvisibleHelper_Mystra";;"Invisible Helper";
"8d06073f-387f-4d30-a149-ee1bb0efa43f";"VFX_Environment_SCL_LightBulb_Smoke_01";;"Field";
"8d0d8aac-a95f-48c3-b33e-9f4662fd00d2";"LTS_GEN_Gem_Glowing_C_Purple";"OBJ_Crystal_PurpleFluorite_Mineable";"Glowing Gem";
"8d175e5e-355e-4b27-9890-d35e36204487";"WPN_HUM_Torch_A_StartLit";"WPN_Torch";"Torch";"A deep oily smell wafts from this crude tree branch."
"8d1a9f43-6834-4f0b-beb7-9f2f8b8b53e2";"DOOR_Double_Medium_City_House_K";"OBJ_Door_Heavy";"Double Doors";
"8d1f7a3b-c22a-4174-bbd1-4bbbdf32e0bc";"Helper_PortraitGeneration_Background_Custom_20";;"Field";
"8d1ff423-0850-4d9b-bfb9-f1b812f2efa1";"BASE_Dwarves_Male_Mountain";"Dwarf_Commoner";"Dwarf";
"8d2f1d5f-0cc8-4b13-8aa2-4bd509695608";"BASE_CONS_Food_Meat";"OBJ_FOOD_Meat";"Meat";
"8d33a99d-ea01-450f-9287-56a05be830b6";"FUR_GEN_Bedroom_Bed_Wood_Double_A_Destruct";"OBJ_GenericImmutableObject";"Broken Barricade";
"8d3ddad3-4ff0-4132-bf93-64440bdb8663";"DEC_GEN_Market_Stall_A_Box_A_Lid_A_Destruct";"OBJ_GenericImmutableObject";"Broken Box";
"8d3f1378-2d20-44e0-8baa-be42afe05172";"TOOL_Ladder_Metal_10n5H_B";"OBJ_Ladder_Indestructible";"Iron Ladder";
"8d56814b-2b73-4a67-8963-ac2d9fb72425";"CONS_Potion_Mindflayer_B_DONOTUSE";"OBJ_GenericDrinkItem";"Mind Flayer Potion";
"8d5c9a76-e468-4733-b6a1-53a11bba5506";"DOOR_Double_Slim_City_House_D";"OBJ_Door";"Double Doors";
