Name;UUID;Type;Rarity
MAG_Monk_Fire_Gloves;663e4a1a-5f0d-4e2e-8dcf-0fb515fc2e0f;Armor;RARITY_UNKNOWN
MAG_WYRM_UndeadProtector_Robe;fe48d485-1563-4172-952c-7eb53d9faca8;Armor;VeryRare
MAG_WYRM_OfBalduran_Helmet;0a64283a-1fc4-45cd-9e5e-f463f6b762ea;Armor;Legendary
MAG_EndGameCaster_Robe;56906f41-61a3-4c23-aa46-2295e08d9add;Armor;VeryRare
UNI_DarkJusticiarArmor_HalfPlate;742d43ff-b74d-4cbe-9554-51773bbccdc2;Armor;VeryRare
UNI_SHA_DarkJusticiar_Boots;e33850ba-f697-40f5-abec-2951077f2cef;Armor;Rare
UNI_DarkJusticiar_Helmet;3523b640-e9da-4d89-b031-6ffe1d5fd3ed;Armor;VeryRare
UNI_OrpheusChains_Helmet;520666df-5f1b-4fd9-983e-c0753f224855;Armor;RARITY_UNKNOWN
UNI_OrpheusChains_Gloves;35c0a291-fe35-4a3e-94d5-adbf31b269d4;Armor;RARITY_UNKNOWN
MAG_EndGame_Plate_Armor;fb2ff6d1-3096-4904-813c-a448e3fbec4d;Armor;VeryRare
MAG_EndGame_HalfPlate;42e6357a-4c05-4eda-9415-6b6b4c7d44c5;Armor;VeryRare
MAG_EndGame_StuddedLeather_Armor;8472235c-8ced-4db3-825f-322eace0f34d;Armor;VeryRare
MAG_Heat_Fire_Robe;63df7557-efe6-4e11-8a0d-10ab211ac1b8;Armor;Rare
MAG_OfSpellResistance_Robe;c3309d8f-8cff-4418-b064-bca8bd77700c;Armor;Rare
MAG_OfArcanicAssault_Robe;1f038181-a534-434b-b447-7c4084636cc3;Armor;Rare
MAG_OfArcanicDefense_Robe;f3e90ffd-1559-4915-8829-740f55741c92;Armor;VeryRare
MAG_Zhentarim_Demonspirit_Gloves;7ef359b6-79af-4414-99bc-f93bc5eeed77;Armor;VeryRare
MAG_PHB_OfEvasion_Ring;57e350dc-5156-49a7-8994-0f6a8eca08ea;Armor;VeryRare
MAG_WYRM_OfTruthTelling_Ring;d897788f-6bed-498a-a87d-c205c7195525;Armor;Rare
MAG_FlamingFist_Flame_Armor;12a8f326-cc3a-4d21-92c2-f3a6d0fcaee3;Armor;VeryRare
MAG_PHB_ScarabOfProtection_Amulet;7107c86e-ec6a-4bd8-bc93-8147412fc501;Armor;Legendary
MAG_Warlock_Twinned_Gloves;fc4fd633-bc45-4ff4-90e6-2e454f7ceaa0;Armor;VeryRare
WYR_MonkAmulet_Amulet_NoGhost;14a6da9a-6689-4c70-96a1-d03319ba3278;Armor;RARITY_UNKNOWN
WYR_MonkAmulet_Amulet_AfterCombat;7eaa1331-877c-40d7-9811-8238aee09f68;Armor;VeryRare
ARM_BootsOfDimensionalDoor;ae4af670-5674-4fed-bbf9-4083f06519b0;Armor;Rare
MAG_Githborn_MageHandSupport_Gloves;4be77d67-2310-44fc-bdaf-81cffb411467;Armor;VeryRare
MAG_Githborn_PsionicMovement_Boots;18919a04-67a0-4321-82ff-ce2b64a27589;Armor;VeryRare
UNI_LOW_SteelWatchFoundry_ExplodingCollar;47af23c3-7eb0-4a49-a4a4-f2ee5ab521c0;Armor;RARITY_UNKNOWN
LOW_KerriRing_Ring;d874115c-6b92-4222-b1a2-594cf111b075;Armor;Rare
LOW_JannathRing_Ring;d5617279-2a10-4749-9d2d-686144178689;Armor;Rare
UNI_DarkUrge_Bhaal_Cloak;dff731f7-d6da-403d-80cf-7f3d9cc7345b;Armor;Rare
MAG_Bhaalist_Armor;443b2caf-8d36-42cf-b389-d774229ed18c;Armor;VeryRare
MAG_Bhaalist_Hat;d5d22dfc-bba4-4e2c-ba71-c804d3b47919;Armor;VeryRare
MAG_Bhaalist_Gloves;afd74d05-7c24-45ec-8033-84f365e6ea5f;Armor;VeryRare
UNI_ARM_OfGiantHillStrength_Gloves;9481aa27-ce9c-414c-84ff-5e974fd64d89;Armor;VeryRare
UNI_ARM_Debtor_Body;30c5721d-bdc3-4150-8cd1-d99197eb4870;Armor;RARITY_UNKNOWN
UNI_ARM_DebtorAlt_Body;6f7d15a8-9bcb-45de-94c5-8c77424aaf42;Armor;RARITY_UNKNOWN
MAG_Greenstone_Amulet;e4d2562d-2789-4598-befe-d46b255f551a;Armor;VeryRare
MAG_OfFeywildSparks_Ring;a4813d7b-2ff0-488b-8152-a27cb75e8d8e;Armor;VeryRare
LOW_OfWindrider_Amulet;489290fd-c517-4c26-83e8-db102d8db25b;Armor;VeryRare
MAG_Steadfast_Shield;1cee750f-79c6-4109-8272-d27b97ef02df;Armor;VeryRare
MAG_OfShielding_Shield;dfeaa5fd-1f87-4f99-85b0-8f49664d691f;Armor;Rare
MAG_OfTheDevout_Amulet;1acf71e6-6bca-4d9b-9d24-739823e10723;Armor;VeryRare
LOW_DeadMansSwitch_Shield;10d9e4a8-8019-47a9-88e3-dac74f7b8ae5;Armor;RARITY_UNKNOWN
MAG_OfTheShapeshifter_Mask;5d66776d-0650-4512-b300-b2ac38e2be3a;Armor;Legendary
MAG_Oathbreaker_Boots;71030d3c-c3c4-4ad6-80de-f9871bd6f11d;Armor;RARITY_UNKNOWN
MAG_Oathbreaker_Gloves;f66431d0-08a6-4b15-b8a4-7154fc1e5f47;Armor;RARITY_UNKNOWN
MAG_Oathbreaker_Helmet;ae1dc399-3706-447e-8c79-f8a35c035ec4;Armor;RARITY_UNKNOWN
MAG_Oathbreaker_Platemail;c67137ac-4ece-4652-aaab-14615aa25b20;Armor;RARITY_UNKNOWN
MAG_OfAutomaton_Gloves;d10ec0b7-5868-4563-9a34-e1ab72d50269;Armor;Rare
MAG_TheBulwark_Shield;4f313dde-14bb-43a2-abdd-07b2eb38b33a;Armor;Legendary
UNI_LOW_SzarrRing;846d27b5-c247-4049-9872-86171c172015;Armor;RARITY_UNKNOWN
DLC_DD_Red_Price_Cloak;be8f2382-576f-426f-ae90-45544b507e07;Armor;RARITY_UNKNOWN
DLC_DD_Lohses_Lute;35a38ec0-8902-46bf-ae84-f2361e713b7e;Armor;RARITY_UNKNOWN
DLC_DD_Beasts_Tricorn;d7696865-e8c2-4c44-a890-a43f5b6f9752;Armor;RARITY_UNKNOWN
MAG_ofGreaterHealth_Amulet;5ed63342-30c9-456d-9a57-a88c8596c0c9;Armor;VeryRare
MAG_OfUndeadServant_Ring;e86c0cbb-9791-4cc7-95ba-9821902119fa;Armor;VeryRare
MAG_Lesser_Infernal_Plate_Armor;d76dd47b-e1bf-4e30-b366-6069d9eb9e22;Armor;Rare
MAG_Lesser_Infernal_Metal_Gloves;cbc9b5dd-76e5-4e22-b0cf-26e957033a9d;Armor;Rare
MAG_Lesser_Infernal_Metal_Helmet;2b69a73f-0d1b-4514-bdae-5565a8045e26;Armor;Rare
MAG_LegendaryEvasion_Amulet;ed529c1b-abb0-4efa-8f5b-c4ed8560dfd3;Armor;VeryRare
MAG_MissileProtection_Shield;e308d17c-7278-44c1-b1fc-853ea3cf5c29;Armor;VeryRare
UNI_ARM_OfMissileSnaring_Gloves;687cc55b-77a3-4893-a7d7-cfbafdc2737c;Armor;Rare
UNI_ARM_OfArchery_Gloves;6d84b9e5-e9e4-477c-8d5b-a3f232a4415a;Armor;Uncommon
UNI_ARM_OfTeleportation_Helm;fef0dda1-1d06-45b5-a302-a31e545b8ede;Armor;Rare
UNI_ARM_OfDefense_Gloves;58315437-f06a-4797-a26a-6bbcff80c4fe;Armor;Rare
UNI_ARM_Sarevok_Armor;935f9927-2df0-4a8d-a831-b7cb5bbbcae3;Armor;VeryRare
UNI_ARM_Sarevok_Horned_Helmet;139b28dc-7db0-40b2-a383-3a4ce4c09812;Armor;VeryRare
MAG_OfGreaterSorcery_Amulet;99864ac4-824c-4049-8933-e81667c4a408;Armor;VeryRare
MAG_WoodWoad_Nature_Shield;90ba50bd-3e65-42ec-9f21-6e07d3ed89ab;Armor;Uncommon
MAG_Vampiric_Gloves;51ce5b9a-e56a-40d6-9383-ad4ec7042acc;Armor;VeryRare
MAG_ShapeshiftersBurgeon_Ring;6853e585-e9c7-4f26-918e-995342b19d1a;Armor;Uncommon
MAG_PHB_OfJumping_Ring;cddea208-03cc-4b67-969d-a038bb233e5d;Armor;Uncommon
MAG_PHB_ofPower_Pearl_Amulet;6b8fcc06-fa6a-4a11-8318-075d90d8e909;Armor;Uncommon
MAG_PHB_OfFreeAction_Ring;50379f58-7892-44cb-be6e-146a60070055;Armor;Rare
MAG_PHB_OfThievery_Gloves;5a2d9181-8179-46cc-a5f8-d5bae909d8e0;Armor;Uncommon
MAG_PHB_OfRegeneration_Ring;d6ee2594-7373-4fed-a167-f9d95cb4ecfd;Armor;VeryRare
MAG_PHB_OfSoulCatching_Gloves;c1342b19-c898-451c-b2e8-6eb6666fe1c2;Armor;Legendary
MAG_Warlock_Quickened_Gloves;4b1b3dcd-dcbc-4a93-a848-f16510d76d82;Armor;VeryRare
MAG_BonusAttack_AgainstMarked_Circlet;1e59513c-a787-4f77-bcef-675ac4199daf;Armor;VeryRare
MAG_Martial_Exertion_Gloves;2c6da257-8ca8-4e7c-847d-3e03bb32f260;Armor;Rare
MAG_Bonded_Shield;3a8f9b79-1153-4128-8832-a306502fd512;Armor;VeryRare
MAG_OfSwordmaster_Gloves;66e20a58-4bc3-4e17-a13e-510a19b23c33;Armor;Rare
MAG_RiskyAttack_Ring;6fa51fb6-0c99-4e2e-bf3c-f4fe18fd64a7;Armor;Rare
MAG_MM_Sorcery_SeekingSpell_Gloves;98c60a0f-a58b-4dc1-99ca-06b9db0cd42f;Armor;Rare
MAG_GleamingSorcery_Hat;76ce9b38-9203-437f-9962-4be4c4ad1193;Armor;VeryRare
MAG_OfWarMaster_Gloves;85865321-5feb-447f-92e7-5c04359fe3af;Armor;VeryRare
MAG_Healer_HPRestoration_Amulet;b648ee98-f648-411b-be7e-6c50ca9b463c;Armor;Rare
MAG_Acrobat_Shoes;32b1a84f-2e32-4249-8b19-ecaa7f279cb0;Armor;Rare
MAG_Jumping_Shoes;b9872a9c-d653-4108-9060-21d6d8ec511a;Armor;Rare
MAG_BG_OfDexterity_Gloves;f3775096-0055-4d35-8cc0-f5765284bc7d;Armor;VeryRare
MAG_OfTheDuelist_Gloves;97e362b2-e2aa-4703-9840-6824d7068334;Armor;Rare
MAG_BG_OfTheMasters_Legacy_Gauntlet;c9ea7679-d30a-481f-b45b-c0427d569ec7;Armor;VeryRare
MAG_BG_Wondrous_Gloves;afe6c7a2-fdd7-4cca-9441-e0b3a2237f5f;Armor;Rare
MAG_BG_OfCrushing_Gloves;a8d15838-5721-4a3f-bfbd-f51c58c2fde3;Armor;Rare
MAG_Illithid_Carapace_Boots;397331d6-e86e-448d-8255-014dab6f860f;Armor;Rare
MAG_EndGame_Metal_Boots;f3d8ff49-eaac-4c10-9421-3fd2180c7b39;Armor;VeryRare
MAG_CKM_SerpenScale_Armor;14ebeea8-7d0a-47a9-ba79-b1168c21f8d4;Armor;RARITY_UNKNOWN
MAG_BG_Nimblefinger_Gloves;fbc9b0ad-f31e-4cdc-a1cc-1e2204cb46c5;Armor;Rare
MAG_Evasive_Shoes;119f753a-8b06-44d8-bb9a-8a307f6032da;Armor;Rare
MAG_BG_Gargoyle_Boots;b22318a2-5c8d-4886-b181-6602f3e4e535;Armor;VeryRare
MAG_BG_OfDevotion_Shield;a0bc3295-c01d-405e-8396-e0fa7e1e5340;Armor;VeryRare
MAG_Stalker_Gloves;dd99248c-fe42-4d07-9861-853e9291ea51;Armor;Rare
MAG_ArcaneTrickster_Ring;5b74c9d8-cb88-4a29-99c4-25d98c7d88f7;Armor;Rare
MAG_OB_Paladin_DeathKnight_Shield;b3571443-403b-431b-b4ba-3d943a500f4b;Armor;VeryRare
MAG_OB_Paladin_DeathKnight_Armor;1109da0a-2d12-4ed3-a93a-fe369023ead3;Armor;VeryRare
MAG_OB_Paladin_DeathKnight_Boots;bc3c8375-bad5-4f02-b1f3-2261cea690aa;Armor;Rare
MAG_OB_Paladin_DeathKnight_Gloves;65c65d78-1786-4a78-9a43-96c19849b6f3;Armor;Rare
MAG_Absolute_Protecter_Shield;53b3317f-5a52-41c0-89ea-c6ef31adc4f7;Armor;RARITY_UNKNOWN
MAG_Fighter_ActionSurge_AttackBonus_Gloves;7529f6ba-6fff-4224-bdd9-e10538a96528;Armor;Rare
MAG_Druid_Magic_Hide_Armor;9cf8e8a9-16ee-4186-88b7-bdfcaa734e61;Armor;RARITY_UNKNOWN
MAG_Druid_Magic_StuddedLeather_Armor;e3f2d3d9-8ec6-4033-911a-966630fd1344;Armor;Rare
MAG_Barbarian_BoneSpike_Armor;7cca51a5-bfa6-4c65-b2d9-ef0167762a19;Armor;VeryRare
MAG_Barbarian_BoneSpike_Helmet;72152951-3670-4004-b275-6b722c498bbc;Armor;VeryRare
MAG_Barbarian_BoneSpike_Gloves;7e32e812-b79d-4bdb-a7c6-ee6778e893ec;Armor;VeryRare
MAG_Barbarian_BoneSpike_Shoes;23806fd3-f5f6-4ff3-826d-054afe03b7c0;Armor;VeryRare
MAG_BarbMonk_Defensive_Cloth;b18ef236-44dc-43cd-8f6e-51ae785fae4d;Armor;Rare
MAG_BarbMonk_Offensive_Cloth;48215bcb-b4a2-48cb-bfbe-8b601e678032;Armor;Rare
MAG_Druid_Late_Hide_Armor_1;a1d321be-ff4c-423a-bc50-bcad85a3a83a;Armor;Rare
MAG_Druid_Late_Hide_Armor_2;dee3077c-f9ef-4b28-8878-9b61a92ae601;Armor;VeryRare
MAG_BarbMonk_Cloth_B_1;7cca51a5-bfa6-4c65-b2d9-ef0167762a19;Armor;VeryRare
MAG_BarbMonk_Cloth_A_1;b18ef236-44dc-43cd-8f6e-51ae785fae4d;Armor;Rare
MAG_BarbMonk_Cloth_A_1_Late;48215bcb-b4a2-48cb-bfbe-8b601e678032;Armor;Rare
MAG_BarbMonk_Cloth_A_2_Late;1c69a87e-9136-4e13-90af-c0f02d0fc81f;Armor;VeryRare
MAG_BarbMonk_Cloth_Hat_A_2_Late;bfd9ef48-7251-4259-86b0-6646f5f99d72;Armor;VeryRare
MAG_BarbMonk_Cloth_Hat_A_1;0d109073-74f6-4e35-80f7-4da10bfcf3b9;Armor;Rare
MAG_BarbMonk_Cloth_Hat_A_1_Late;8eece655-bd99-4451-8ce0-f763edec09a4;Armor;Rare
MAG_Zhentarim_Swap_Gloves;48c5fe1f-c058-4b47-9a36-024f89a5b0f7;Armor;Rare
MAG_Druid_Magic_Leather_Armor;10338c7e-39c8-44b3-a0a2-2a76af453718;Armor;VeryRare
MAG_Druid_Moon_Magic_Leather_Armor;d33d71f8-f7b9-4c19-9b39-03d0b9ba8829;Armor;RARITY_UNKNOWN
MAG_Druid_Land_Magic_Leather_Armor;baa33dbe-6f95-4569-87bf-9582b4b58bd2;Armor;RARITY_UNKNOWN
MAG_Druid_Spore_Magic_Leather_Armor;eb3a4744-26e4-404a-be65-c72bb17f5cfc;Armor;RARITY_UNKNOWN
MAG_Safeguard_Shield;3138b480-3ef6-42af-ba35-e4cad4e962ee;Armor;Uncommon
ORI_Wyll_Infernal_Robe;b2de6dee-50c1-45b9-b35d-7d5e8d53135f;Armor;VeryRare
MAG_Wizard_Pointy_Hat;6c2e4f84-a8f2-4a91-81bf-488b497718a2;Armor;Rare
MAG_EndGameCaster_Circlet;5cd6935a-4be9-4018-9fc2-e340b96ac519;Armor;VeryRare
MAG_EndGameCaster_Hood;c5a627ff-7fc5-4cde-81ca-e4fb57cb38d6;Armor;VeryRare
MAG_EndGameCaster_Cloak;58c9bc94-b0ac-4ab9-a005-28cc445186f8;Armor;VeryRare
MAG_DarkJusticiar_HalfPlate;20318684-a35f-4830-b566-41ecd379893a;Armor;Rare
MAG_Monk_Magic_Armor_1;dbe75b4c-d23a-4a19-b630-34de519750c6;Armor;Rare
MAG_Barbarian_Magic_Armor_1;3a213e92-1714-4f11-9726-ca762943d2cc;Armor;Rare
ARM_Leather_1_Red;2cbf1f6b-2607-4789-972f-f51e8c892a68;Armor;RARITY_UNKNOWN
ARM_Robe_Selunite;204de787-46de-4d39-8fe0-2e080bf44a61;Armor;RARITY_UNKNOWN
MAG_Selunite_Isobel_Robe;3b498702-834f-4989-a9d1-c0f3b38fbcfc;Armor;VeryRare
MAG_SpectatorEye_Amulet;6fe3b3f6-22f4-4745-9be0-25d0e36a1a4f;Armor;VeryRare
MAG_Hat_Butler;14b2e775-9734-4fa0-82c3-2e560b8f2e2f;Armor;Rare
MAG_Hat_Circushat;42aa49c5-8ad2-4c2d-bb60-16016fa53205;Armor;Rare
MAG_Druid_Wildshape_Hat;e3720399-7a78-4073-aff7-cb0fb37b13eb;Armor;VeryRare
MAG_CharismaCaster_Robe;1e64badf-4898-4169-9b02-3910518dc73d;Armor;VeryRare
MAG_ofMarksmanship_Hat;f67b0733-ad73-4d1b-94fd-e3e0236623ca;Armor;Uncommon
UNI_WYR_Circus_WheelRing;258f4d35-959c-497b-a38a-df3a1e71f3a0;Armor;Uncommon
MAG_Projectile_Shoes;9b94fd74-bcee-4d30-8862-0a18ae65541b;Armor;Rare
MAG_EGW_OfTheDrunkard_Amulet;b6510e39-54fc-45fa-a49e-e7d8cbfdafe6;Armor;Rare
MAG_Drunken_Cloth;652c5cb5-b03b-4bd4-8993-3d4f07ed215c;Armor;Rare
MAG_OfSharpCaster_Hat;5be5a605-ddeb-4244-ba05-551ec86297fa;Armor;Rare
MAG_Arcanist_Gloves;c187103e-7f51-49f7-b3b7-72ec78e4a44f;Armor;VeryRare
MAG_OfTheBalancedHands_Gloves;7ffce863-d530-4492-a455-a8f11c53d6c3;Armor;Rare
SCL_MAG_SkepticalRobber_WifesRing;d337a7fe-dcbf-446c-a595-00b30f8f2e58;Armor;Uncommon
MAG_PassWithoutTrace_Ring;c0bce741-9829-49c5-9778-426f2b00a642;Armor;Uncommon
MAG_SecondChance_Amulet;49c2d3d1-f489-4433-8f9a-bdef766ee9f1;Armor;Rare
MAG_OfBlink_Ring;ec81c059-7d71-42ba-8970-cc77b9864967;Armor;Rare
MAG_OfRevivify_Gloves;0e94335a-bf4d-47b9-bde7-85ee2f01102f;Armor;VeryRare
MAG_Radiant_CrusaderMantle_Cloak;f1fdb8db-e754-4ea9-b6ce-440db6b776ac;Armor;VeryRare
MAG_LuckySeven_Amulet;95f850c6-ccaf-4f37-8c7a-33f740765ec0;Armor;VeryRare
MAG_BarbMonk_Leather_Circlet;48920bf4-85b0-44a1-9f6a-0ad8b493fa47;Armor;Rare
MAG_Raven_Gloves;ce92a056-0754-4e8a-b3b7-5d6cbb844c65;Armor;Rare
UNI_LOW_KiamGodasKilatDrum;ab846656-a9f7-4ed5-93ae-85a8df39b5ac;Armor;Rare
UNI_LOW_DostrealtsPiccolo;09de8b63-12ad-43d5-a2cf-b9b32692e777;Armor;Rare
UNI_LOW_StolyarofsTableLute;59a1ed6f-b530-44b2-972e-2a73e02080cb;Armor;Rare
UNI_LOW_FalataericCliLyre;3542b820-713a-4dd3-9cc8-35586f4e7f46;Armor;Rare
UNI_LOW_GlimmergadSelgauntFiddle;209c50b2-1e39-4484-905d-588741eba320;Armor;Rare
MAG_Ketheric_Shield;6cb88e48-70ce-4304-b3b6-db52d1880bec;Armor;RARITY_UNKNOWN
MAG_TheOptimist_Amulet;b4f88dd8-0a5b-4641-937e-a882bebc26b1;Armor;Uncommon
MAG_TheOptimist_Ring;743984c8-55a8-4045-9904-f0c84a0cf692;Armor;Uncommon
MAG_Justiciar_Shield;a189686a-cfcf-4157-9c18-f7a8e7f0be87;Armor;RARITY_UNKNOWN
UNI_Ravengard_Plate;637f2b2f-9947-406e-b942-8b3b884172c0;Armor;VeryRare
MAG_Viconia_Robe;bf59b289-5603-479f-8fd3-7cb258d31ba5;Armor;RARITY_UNKNOWN
MAG_Orpheus_Ring;1789fae7-b4c9-48a6-8886-cd96687bf45f;Armor;VeryRare
MAG_ParalyzingRay_Ring;7902afa6-2b17-4052-beb2-2a1bced5c6e6;Armor;VeryRare
MAG_LOW_Rat_Keepsake_Ring;75a84557-5cc5-4e74-83a8-1353f84116ef;Armor;Rare
MAG_Taras_Collar_Amulet;7d4b8a5c-7748-4021-a760-4bf646518a88;Armor;VeryRare
WYR_Circus_TeleportBoots;480a8519-e375-4ce0-ae0a-513bc9d39820;Armor;Uncommon
WYR_Circus_ThiefGloves;39e420ae-ceae-441c-ab6b-251e97c3c26d;Armor;Uncommon
WYR_Circus_WetCloak;fc9f7223-6b39-4734-b600-820fad6c4a08;Armor;Uncommon
MAG_Hat_Barbarian_Hide;271af9f0-409d-4b14-8277-95a36b8dd543;Armor;VeryRare
MAG_Helmet_Human_Watcher;c2ef4013-e6d1-48da-99f0-db486c223a90;Armor;Rare
MAG_DevilsBlackmith_Boots;df040e30-b424-4a89-be1b-83ffd57eb5a1;Armor;Rare
MAG_DevilsBlackmith_ScaleMail;5ff8df3a-6924-4eb4-9d1a-9e87bd644bf7;Armor;RARITY_UNKNOWN
MAG_DevilsBlackmith_Gloves;b337cd63-d206-4229-84fd-4b77809f7eb3;Armor;Rare
MAG_Toll_Collector_Cloak;c7774285-21b3-44fc-bae0-0b893a6a3549;Armor;Rare
MAG_BlackTentacle_Amulet;757d37d1-a225-448f-a25b-02daffbdec97;Armor;Rare
WPN_Battleaxe;a086b825-8f17-4f0e-855b-178f8cdc515a;Weapon;RARITY_UNKNOWN
WPN_Club;d9c87013-1f41-4c17-b71d-f353ec0d64e8;Weapon;RARITY_UNKNOWN
WPN_Dagger;569b0f3d-abcd-4b01-aaf0-979091288163;Weapon;RARITY_UNKNOWN
WPN_Dagger_Shar;258ce9f3-3f32-4546-ae6e-196b3e8e91b5;Weapon;RARITY_UNKNOWN
WPN_Dart;fb08eef6-f6a0-454e-ab14-c1470f3ba18d;Weapon;RARITY_UNKNOWN
WPN_Flail;9eadef92-5dd0-408e-9b55-1cf791cafe9d;Weapon;RARITY_UNKNOWN
WPN_Glaive;99f3b2d9-e03d-4cd5-9a67-5435a95682da;Weapon;RARITY_UNKNOWN
WPN_Greataxe;d5712e24-ce9e-42ce-8fad-6e049b62c28c;Weapon;RARITY_UNKNOWN
WPN_Greatclub;19ce6720-03b6-4d22-bf35-4963b510d1da;Weapon;RARITY_UNKNOWN
WPN_Greatsword;ecfb9f69-5bc3-402e-acd8-c91d57e28403;Weapon;RARITY_UNKNOWN
WPN_Halberd;f928a70d-5b23-4605-9cae-5342f9ed206e;Weapon;RARITY_UNKNOWN
WPN_Handaxe;46b64a36-8446-45bd-98e8-ee81e3136baa;Weapon;RARITY_UNKNOWN
WPN_HandCrossbow;a5d843ab-c3af-4e60-a925-bb2e15828938;Weapon;RARITY_UNKNOWN
WPN_HeavyCrossbow;04622e3d-5b3f-4f2c-a0db-513a717d911f;Weapon;RARITY_UNKNOWN
WPN_HeavyCrossbow_B;6af59cba-cc38-4511-9c3b-75caac4b96b5;Weapon;RARITY_UNKNOWN
WPN_Javelin;0a7adc8d-b561-4f81-a8f2-ec07b5d54955;Weapon;RARITY_UNKNOWN
WPN_LightCrossbow;43b7fbf5-7f6e-4e9e-bce7-c679eea44593;Weapon;RARITY_UNKNOWN
WPN_LightHammer;494f21ac-5a1b-4e91-bd30-551b79532516;Weapon;RARITY_UNKNOWN
WPN_Longbow;86e3d864-309c-4c17-ba38-877ce487d481;Weapon;RARITY_UNKNOWN
WPN_Longbow_B;049173ec-636a-487e-a9ed-bfafeadf6bb7;Weapon;RARITY_UNKNOWN
WPN_Longsword;1865323f-b428-4791-a0a9-578841e57463;Weapon;RARITY_UNKNOWN
WPN_Mace;3186796d-3ab3-4d49-bfc2-cba1aff0cf5a;Weapon;RARITY_UNKNOWN
WPN_Maul;5487ceb4-b009-46ae-8ed6-cd3baaf0a18d;Weapon;RARITY_UNKNOWN
WPN_Morningstar;26a9fba6-1a60-4691-84ea-da7ffcb304e0;Weapon;RARITY_UNKNOWN
WPN_Pike;baa5b139-42ad-40fd-b6c3-6b52b092c48e;Weapon;RARITY_UNKNOWN
WPN_Quarterstaff;96e2abaf-78ff-4dcb-a6a3-a5f0c348bd9f;Weapon;RARITY_UNKNOWN
WPN_MagicStaff;48318705-311a-4b4c-b911-18d260d6db0f;Weapon;RARITY_UNKNOWN
WPN_Rapier;7061f489-4b13-4982-aa09-cf0ad961e75f;Weapon;RARITY_UNKNOWN
WPN_Scimitar;868217db-9dcb-414c-bb88-e321ab3e0349;Weapon;RARITY_UNKNOWN
WPN_Scimitar_Shar;afdc3411-7dad-4483-8ee1-e6a8f37b3ee4;Weapon;RARITY_UNKNOWN
WPN_Shortbow;c5403c1d-f372-43e1-927a-9189e9e3545d;Weapon;RARITY_UNKNOWN
WPN_Shortsword;467ddb4f-6791-41fa-99f7-ee8620d63bbe;Weapon;RARITY_UNKNOWN
WPN_Sickle;50d677ed-3a0e-40e9-8291-ee6823af5672;Weapon;RARITY_UNKNOWN
WPN_Sling;d31af642-ae35-4f22-b7a6-100f3048be33;Weapon;RARITY_UNKNOWN
WPN_Spear;9f0f1c0e-012d-44e1-9b29-86c64d2bf675;Weapon;RARITY_UNKNOWN
WPN_Trident;d3807461-7c32-44ae-9aba-49ef4d3bf35e;Weapon;RARITY_UNKNOWN
WPN_Warhammer;6b17998d-2e79-405d-8b1f-beb53658312f;Weapon;RARITY_UNKNOWN
WPN_WarPick;a088775a-8f75-42f2-aa74-76a3f80701fa;Weapon;RARITY_UNKNOWN
WPN_Battleaxe_1;c17ee133-cbb5-418f-88be-5ef27991cf50;Weapon;Uncommon
WPN_Club_1;b30dca22-22bc-496e-b3b6-dd5744b73869;Weapon;Uncommon
WPN_Dagger_1;1eab180b-5bf9-48ea-aece-7ba20d1deb78;Weapon;Uncommon
WPN_Dart_1;5557cbf6-ce24-48de-beed-3be1a77e1c82;Weapon;Uncommon
WPN_Flail_1;9076abf1-1029-4be9-a7cf-428d2b6fdea5;Weapon;Uncommon
WPN_Glaive_1;15d2830c-ac76-4b5b-969d-05197875b1c2;Weapon;Uncommon
WPN_Greataxe_1;afbfaee7-e2cd-48e7-8c46-d2377c7320e3;Weapon;Uncommon
WPN_Greatclub_1;d64e1a13-18a5-4cdc-ac02-977523435f8f;Weapon;Uncommon
WPN_Greatsword_1;1a2a58b7-4bd5-44d5-b1fe-8cd7e5b53def;Weapon;Uncommon
WPN_Greatsword_Gith;d1082e88-b1e2-479d-913f-1413784d95a1;Weapon;RARITY_UNKNOWN
WPN_Halberd_1;d1019d9d-e5ae-4601-8a63-1b33421926e1;Weapon;Uncommon
WPN_Handaxe_1;7a05135d-b285-4186-8a32-a870f1684b60;Weapon;Uncommon
WPN_HandCrossbow_1;d2f396c2-9b1b-4eea-bf21-2f25934f092d;Weapon;Uncommon
WPN_HeavyCrossbow_1;6af59cba-cc38-4511-9c3b-75caac4b96b5;Weapon;Uncommon
WPN_HeavyCrossbow_Gith;b674ea52-2b6f-4977-b6d5-98810304a98b;Weapon;RARITY_UNKNOWN
WPN_Javelin_1;b908f109-b379-4a49-8f41-5b7f154d9b76;Weapon;Uncommon
WPN_LightCrossbow_1;509dd5c3-7c72-4335-9b23-19a14a884f2e;Weapon;Uncommon
WPN_LightHammer_1;d0419aaf-9e20-4029-b8e9-9e1a62661b13;Weapon;Uncommon
WPN_Longbow_1;049173ec-636a-487e-a9ed-bfafeadf6bb7;Weapon;Uncommon
WPN_Longsword_1;3fc2ba50-3070-4caa-abe8-3bf885969bde;Weapon;Uncommon
WPN_Longsword_Gith;907a794b-b089-406b-880d-6f2df2bb3f13;Weapon;RARITY_UNKNOWN
WPN_Mace_1;5a948b12-ca43-4256-9821-0d151036dbd1;Weapon;Uncommon
WPN_Maul_1;7e8ef269-0e7b-4352-8828-89c5fced943c;Weapon;Uncommon
